id,created_at,updated_at,code,fabric_weave,currency,supplier_id,price,name,fabric_blend_one,fabric_blend_one_percent,fabric_blend_two,fabric_blend_two_percent,fabric_blend_three,fabric_blend_three_percent,weight,weight_unit,end_use/0,end_use/1,end_use/2,fabric_type,price_unit,status,deleted_at,only_for_brands/0,published,description,dispatch_time_sample,factory_location,construction,width,width_unit,finishing,properties/0,dispatch_time_mass_quantity_min,dispatch_time_mass_quantity_max,origin,colour,tsa_stamps,minimal_order_quantity,crowd_source_available,moq_details,uuid,notify_fc_team,moq,swatch_price,swatch_quantity,archived_at,end_use/3,end_use/4,only_for_brands/1,properties/1,properties/2,properties/3,properties/4,properties/5,properties/6,properties/7,only_for_brands/2,end_use/5,properties/8,only_for_brands/3,only_for_brands/4,only_for_brands/5,only_for_brands/6,only_for_brands/7,end_use/6,end_use/7,only_for_brands/8,only_for_brands/9,only_for_brands/10,only_for_brands/11,only_for_brands/12,only_for_brands/13,only_for_brands/14,only_for_brands/15,only_for_brands/16,only_for_brands/17,only_for_brands/18,only_for_brands/19,only_for_brands/20,only_for_brands/21,only_for_brands/22
552,2020-01-29T10:50:01.917Z,2021-07-27T14:16:40.164Z,18_69762,Embroidery / Lace,EUR,24,55.75,XXXXXXXXXXganic kattun embroidery,Organic Cotton,100,,,,,,g/m2,Dress,Lingerie,Underwear,Other,m,public,,,TRUE,This is an embroidered organic mesh/tulle/net. During the production process only hydropower and no water is used. There is no waste created in the embroidery stage.,42,Germany,,120,cm,no impact finishing (raw color),,42,45,virtualexpo,Raw | custom colours on request in OekoTex class 1 or GOTS,"Bio,Wat,En",28,,,cc6cf221-b320-4d4a-9a3e-9caa4a7a897b,FALSE,28,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2019-02-28T11:04:47.738Z,2021-06-18T11:30:55.352Z,S945LD,Plain,USD,1,5.65,XXXXXXXXXXay Stretch Plain Nylon 3,Nylon / Polyamide,84,Elastine / OP / Spandex,16,,,141,g/m2,Activewear|Soft Shell Jacket,,,Woven,m,private,,archive,TRUE,,5-7 days,Taiwan,137*123/70D+40OP*70D+40OP,144,cm,DWR,Durable Water Repellent (DWR),,,,,,5000,,,c688958f-45f2-4a6e-a76d-b7c8121bd704,FALSE,5000,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,2020-06-30T13:45:41.098Z,2021-07-28T09:15:03.560Z,Heavy Canvas Water,Plain,USD,43,72.6,XXXXXXXXXXas Water,Hemp,100,,,,,340,g/m2,Back Pack,Bags & Wallets,Coat,Woven,m,public,,,TRUE,"Hemp is good for the environment as it eliminates the need for pesticides, herbicides, fertilisers, and reduces the need for water, energy and land when compared with other natural fibres. As a fibre hemp is hollow, strong and durable. It also has anti-bacterial properties and is breathable. SWATCH ONLY AVAILABLE IN NATURAL COLOUR (REFER TO 'HEAVY CANVAS')",5-7 days,South Africa,,145,cm,,,14,21,virtualexpo,,,5,FALSE,,5b95b868-a501-40e3-80d0-cd1e40133d82,FALSE,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,2020-06-04T13:29:54.925Z,2021-05-11T12:31:45.839Z,11 wales Hemp Rigid Suiting Corduroy,Corduroy,USD,27,15.69,XXXXXXXXXXemp Rigid Suiting Corduroy,Hemp,55,Organic Cotton,42,Elastane / OP / Spandex,3,290,g/m2,Suits,,,Woven,m,private,,,TRUE,"They are GOTS certified and ensure that no animal testing is done on their products. Their fabric processing facility is OEKO-TEX certified, and they use AZO-free/GOTS compliant dyes and comply with all regional norms for Effluent Treatment Plants (ETPs) in India. Organic fibres are grown using a production system that replenishes the soil and maintains its fertility. No synthetic pesticides nor synthetic fertilisers are allowed, while at the same time contributing to biologically diverse agriculture.  Hemp is a low impact crop requiring little or no pesticides and little water. It renews the soil with each growth cycle, and grows readily in most temperate climates.",5-7 days,India,,142,cm,,,45,50,,,,800,,,89ff5f12-e4b7-4cd4-9d88-250142afda4c,FALSE,800,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,2020-02-12T09:40:23.661Z,2021-06-18T11:33:26.348Z,CY-D-QAT101,Single Jersey,USD,19,6.65,XXXXXXXXXXsey Nylon Elastine  4,Nylon / Polyamide,88,Elastane / OP / Spandex,12,,,300,g/m2,,,,Knit,m,public,,Common Objectives,TRUE,Dura Fila range. Increased strength and durability,5-7 days,Taiwan,,147,cm,,,,,,,,0,,,ba7bcb68-155a-4044-b89a-fd830797dc06,FALSE,0,2,0,,,,CONT,,,,,,,,Demo,,,MCM Worldwide,PANGAIA,Takalar,Viatrix,Zilver,,,,,,,,,,,,,,,,,
491,2019-10-09T10:46:32.160Z,2021-07-28T09:00:01.695Z,T80BI027,Twill,EUR,23,17.9,XXXXXXXXXXnic Cotton 2,Organic Cotton,100,,,,,260,g/m2,Coat,Jacket,Pants,Woven,m,public,,,TRUE,,5-7 days,Italy,,148,cm,,,63,70,,,,300,,Orders below MOQ but >50 meter are possible with +50% surcharge,2622a1c3-71c6-46f0-a12a-e036c11b5564,FALSE,300,2,18,,Shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,2020-09-23T04:53:50.809Z,2021-07-27T08:41:05.400Z,EC1575-1.916.9001,Jacquard,USD,55,15.9,XXXXXXXXXXecycled Cotton Viscose,Recycled Cotton,67,Viscose,22,Recycled Linen,6,122,g/m2,Coat, Cardigan, Jacket,Woven,m,public,,,TRUE,"Fabric made from 100% recycled fibers. Each fabric's pattern and colour are created from recycled fibres pre-existing colours, hence no chemicals and water are used in the production process, reducing impact on the enviroment.",3 days,Brazil,,145,cm,,,,,,,,25,,,ee25fc78-2d95-40b6-893f-39f55a28edc5,FALSE,25,2,16,, Skirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,2020-06-04T14:11:02.090Z,2021-05-11T12:31:47.061Z,Low MOQ Sr 4,Plain,USD,27,1.51,XXXXXXXXXXtton (20SX20S/60X50),Organic Cotton,100,,,,,140,g/m2,Shirt,,,Woven,m,public,,,TRUE,NO LEAD TIMES – ALWAYS IN STOCK (GREIGE AND RFD). Yarn Type: OE x OE,5-7 days,India,,142,cm,,,5,7,,,,150,,,4cbcfe15-1895-42bd-9620-41f7bd002b3b,FALSE,150,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,2020-09-23T04:53:50.764Z,2021-07-27T08:42:55.872Z,EC1540-1.916.9008,Jacquard,USD,55,14.17,XXXXXXXXXXecycled Cotton Recycled Polyester,Recycled Cotton,94,Recycled Polyester,6,,,148,g/m2,Coat, Cardigan, Jacket,Woven,m,public,,,TRUE,"Fabric made from 100% recycled fibers. Each fabric's pattern and colour are created from recycled fibres pre-existing colours, hence no chemicals and water are used in the production process, reducing impact on the enviroment.",3 days,Brazil,,144,cm,,,,,,,,25,,,c9e0e133-cf62-4f74-8554-c73ac102384d,FALSE,25,2,0,, Skirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,2020-06-30T13:45:41.184Z,2021-07-28T09:15:03.574Z,Heavy Canvas Boulder,Plain,USD,43,72.6,XXXXXXXXXXas Boulder,Hemp,100,,,,,340,g/m2,Back Pack,Bags & Wallets,Coat,Woven,m,public,,,TRUE,"Hemp is good for the environment as it eliminates the need for pesticides, herbicides, fertilisers, and reduces the need for water, energy and land when compared with other natural fibres. As a fibre hemp is hollow, strong and durable. It also has anti-bacterial properties and is breathable. SWATCH ONLY AVAILABLE IN NATURAL COLOUR (REFER TO 'HEAVY CANVAS')",5-7 days,South Africa,,145,cm,,,14,21,virtualexpo,,,5,FALSE,,dc36feab-f400-4682-acb6-027c0a3b5399,FALSE,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,2020-06-04T14:11:02.119Z,2021-05-11T12:31:47.110Z,Low MOQ Sr 6,Plain,USD,27,2.06,XXXXXXXXXXtton (20SX20S/60X60),Organic Cotton,100,,,,,150,g/m2,Shirt,,,Woven,m,public,,,TRUE,NO LEAD TIMES – ALWAYS IN STOCK (GREIGE AND RFD). Yarn Type: Compact X Combed,5-7 days,India,,142,cm,,,5,7,,,,150,,,480de461-9b7f-4565-8591-d2f7af2c78ac,FALSE,150,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,2020-06-04T14:11:02.220Z,2021-05-11T12:31:46.538Z,Low MOQ Sr 13,Plain,USD,27,2.24,XXXXXXXXXXtton (40x40/100x96),Organic Cotton,100,,,,,138,g/m2,Shirt,,,Woven,m,public,,,TRUE,NO LEAD TIMES – ALWAYS IN STOCK (GREIGE AND RFD). Yarn Type: Compact X Combed,5-7 days,India,,142,cm,,,5,7,,,,150,,,78e4c75a-77de-4e77-a7e1-129bf5c40988,FALSE,150,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,2020-06-04T14:11:02.249Z,2021-07-28T10:23:10.058Z,Low MOQ Sr 15,Plain,USD,27,2.18,XXXXXXXXXXtton (60SX60S/132X100),Organic Cotton,100,,,,,95,g/m2,Blouse,Shirt,,Woven,m,public,,,TRUE,NO LEAD TIMES – ALWAYS IN STOCK (GREIGE AND RFD). Yarn Type: Compact X Combed,5-7 days,India,,142,cm,,,5,7,,,,150,,,2003b49f-f0b4-4110-b56f-c35e5ccb9c5e,FALSE,150,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,2020-06-06T14:33:01.765Z,2020-11-09T18:06:44.478Z,LU-19F112 FR6195W/08,,USD,39,0.9,XXXXXXXXXX195W/08,Polyester (PET),100,,,,,52,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19FW. Color Dark Gray,5-7 days,Thailand,106x84/56Tx84T,149,cm,P/D,,5,7,,,,0,,,b85274b7-bfbe-4369-aceb-8a171e287e0e,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
976,2020-06-06T14:33:01.910Z,2020-11-09T18:06:44.497Z,LU-19F021 FR6195W/58,,USD,39,0.9,XXXXXXXXXX195W/58,Polyester (PET),100,,,,,52,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19FW. Color Dark Green,5-7 days,Thailand,106x84/56Tx84T,149,cm,P/D,,5,7,,,,0,,,2b3d645a-93ad-4116-a49a-a9f24a7f3a5f,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
932,2020-06-04T14:11:01.972Z,2021-05-11T12:31:47.365Z,SFKB95L05/200/SJ,Single Jersey,USD,27,10.1,XXXXXXXXXXetch Single Jersey,Bamboo,95,Lycra,5,,,200,g/m2,T-Shirt,Sweatshirt,,Knit,m,public,,,TRUE,"They are GOTS certified and ensure that no animal testing is done on their products. Their fabric processing facility is OEKO-TEX certified, and they use AZO-free/GOTS compliant dyes and comply with all regional norms for Effluent Treatment Plants (ETPs) in India. Organic fibres are grown using a production system that replenishes the soil and maintains its fertility. No synthetic pesticides nor synthetic fertilisers are allowed, while at the same time contributing to biologically diverse agriculture.  Hemp is a low impact crop requiring little or no pesticides and little water. It renews the soil with each growth cycle, and grows readily in most temperate climates.",5-7 days,India,,160,cm,,,45,50,,,,350,,,749921f5-612f-41f0-acea-2f044091e286,FALSE,350,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,2020-03-31T18:46:11.703Z,2021-04-08T11:30:50.987Z,SFWL40/210/YD,,USD,27,8.7,XXXXXXXXXXing in Yarn dyed checks,Linen,100,,,,,210,g/m2,Suits,,,Woven,m,public,,,TRUE,"Symphony Fabrics are GOTS certified and ensure that no animal testing is done on their products. Their fabric processing facility is OEKO-TEX certified, and they use AZO-free/GOTS compliant dyes and comply with all regional norms for Effluent Treatment Plants (ETPs) in India. Organic fibres are grown using a production system that replenishes the soil and maintains its fertility. No synthetic pesticides nor synthetic fertilisers are allowed, while at the same time contributing to biologically diverse agriculture.  Bemberg (Cupro) is made from regenerative cotton, it renews the soil with each growth cycle.",5-7 days,India,,142,cm,Oeko-Tex compliant Azo-free dyeing,,45,50,virtualexpo,,"Bio, Wat",1000,,,e480be78-0c66-4b23-ae6e-741bfc220f2b,FALSE,1000,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,2020-06-06T14:33:01.782Z,2020-11-09T18:06:44.381Z,LU-19F099 FR6195W/69,,USD,39,0.9,XXXXXXXXXX195W/69,Polyester (PET),100,,,,,52,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19FW. Color Navy,5-7 days,Thailand,106x84/56Tx84T,149,cm,P/D,,5,7,,,,0,,,4ffd563b-f423-4087-a304-db23bc5f3909,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
996,2020-06-06T14:33:02.256Z,2020-11-09T18:06:44.400Z,LU-19H005 FR2301KA/01,,USD,39,2.3,XXXXXXXXXX301KA/01,Polyester (PET),100,,,,,56,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19SS. Color Off White,5-7 days,Thailand,197x140/33Tx33T,147,cm,P/D+C0 DWR+UV CUT+CIRE INSIDE,,5,7,,,,0,,,e14934b5-3a22-433d-9f7b-a41d1ccb73e4,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1044,2020-06-06T14:33:03.122Z,2020-11-09T18:06:44.591Z,LU-18F021 FR2301LX/64,,USD,39,1.93,XXXXXXXXXX301LX/64,Polyester (PET),100,,,,,56,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Blue,5-7 days,Thailand,197x140/33Tx33T,149,cm,P/D+C0 DWR,,5,7,,,,0,,,4da9d914-5ff5-4e22-9ea5-33a08fb13495,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
674,2020-03-31T18:46:02.655Z,2021-04-08T11:30:49.620Z,SFKOCB9010SJ/155,Single Jersey,USD,27,3.8,XXXXXXXXXXfied Bamboo/Organic Cotton Light weight Single Jersey,Organic Cotton,90,Bamboo,10,,,155,g/m2,T-Shirt,Sweatshirt,,Knit,m,public,,,TRUE,"They are GOTS certified and ensure that no animal testing is done on their products. Their fabric processing facility is OEKO-TEX certified, and they use AZO-free/GOTS compliant dyes and comply with all regional norms for Effluent Treatment Plants (ETPs) in India. Organic fibres are grown using a production system that replenishes the soil and maintains its fertility. No synthetic pesticides nor synthetic fertilisers are allowed, while at the same time contributing to biologically diverse agriculture.  Hemp is a low impact crop requiring little or no pesticides and little water. It renews the soil with each growth cycle, and grows readily in most temperate climates.",5-7 days,India,,160,cm,GOTS certified dyeing and finishing,,45,50,virtualexpo,,"Bio, Wat, En",1000,,,7c9c8e9b-3608-43b1-a48f-fb092e085280,FALSE,1000,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,2020-06-04T14:11:02.278Z,2021-05-11T12:31:46.647Z,Low MOQ Sr 17,Plain,USD,27,2.49,XXXXXXXXXXtton (60SX60S/132X120),Organic Cotton,100,,,,,105,g/m2,Shirt,,,Woven,m,public,,,TRUE,NO LEAD TIMES – ALWAYS IN STOCK (GREIGE AND RFD). Yarn Type: Compact X Combed,5-7 days,India,,142,cm,,,5,7,,,,150,,,8d9bf25a-4c39-4166-9917-a642bab532f6,FALSE,150,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,2020-06-04T14:11:02.017Z,2021-05-11T12:31:47.457Z,SFKOC100,,USD,27,0,XXXXXXXXXXic Cotton,Organic Cotton,100,,,,,,g/m2,T-Shirt,Sweatshirt,,Knit,m,private,,,FALSE,Can Custom make as required,5-7 days,India,,160,cm,,,45,50,,,,150,,,acfe11e8-5704-4595-97f0-93fc233b4704,FALSE,150,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,2020-10-15T08:33:07.693Z,2021-06-18T12:08:35.334Z,LFS12744ALA212,2 Layer Lamination,USD,26,2.73,XXXXXXXXXXmination Recycled Polyester,Recycled Polyester,100,,,,,90,g/m2,Pants,Jacket,Sweatpant,Knit,m,public,,,TRUE,Biodegradable Pass AAMI PB70 Level 3,5-7 days,Taiwan,,,cm,"Eco-Friendly+
Biodegradable Pass AAMI PB70 Level 3",,60,72,,,,3000,,Min Colour Quantity: 1000/colour. Can make up to 5m sampling yardage,d21e9af8-255c-4ac6-afd7-d1f1a72a0064,FALSE,3000,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2019-10-09T10:46:32.113Z,2021-07-28T09:00:01.620Z,T190010,Plain,EUR,23,9.5,XXXXXXXXXXnic Cotton Recycled Polyester,Organic Cotton,57,Recycled Polyester,43,,,245,g/m2,Coat,Jacket,Pants,Woven,m,public,,,TRUE,,5-7 days,Italy,,142,cm,,,63,70,,,,500,,Orders below MOQ but >200 meter are possible with +30% surcharge,92b0c130-1a0f-4bd5-b268-c12be467d4b7,FALSE,500,2,23,,Shorts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,2020-06-06T14:33:03.168Z,2020-11-09T18:06:44.629Z,LU-18F021 FR2301LX/14,,USD,39,1.93,XXXXXXXXXX301LX/14,Polyester (PET),100,,,,,56,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Red,5-7 days,Thailand,197x140/33Tx33T,149,cm,P/D+C0 DWR,,5,7,,,,0,,,e9b15189-be70-41ad-8fc0-6fb391f36ccd,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1048,2020-06-06T14:33:03.184Z,2020-11-09T18:06:44.648Z,LU-18F021 FR2301LX/01,,USD,39,1.93,XXXXXXXXXX301LX/01,Polyester (PET),100,,,,,56,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Off White,5-7 days,Thailand,197x140/33Tx33T,149,cm,P/D+C0 DWR,,5,7,,,,0,,,ee8aaa69-b0f7-4c4a-989e-b0279836d39c,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1053,2020-06-06T14:33:25.996Z,2020-11-09T18:05:35.339Z,TO-19F144 FR324KH/31,,USD,40,3.1,XXXXXXXXXX24KH/31,Nylon / Polyamide,100,,,,,35,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19FW. Color Beige,5-7 days,Japan,22Tx22T/204x158,140,cm,P/D+C0 WR+CIRE INSIDE,,5,7,,,,0,,,580d27c3-e7a5-4b07-a1d0-97fafa9609f4,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1054,2020-06-06T14:33:26.012Z,2020-11-09T18:05:35.365Z,TO-19F144 FR324KH/12,,USD,40,3.1,XXXXXXXXXX24KH/12,Nylon / Polyamide,100,,,,,35,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19FW. Color Pink,5-7 days,Japan,22Tx22T/204x158,140,cm,P/D+C0 WR+CIRE INSIDE,,5,7,,,,0,,,f9b7389c-60e0-4033-b51e-ab54b64d7520,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1043,2020-06-06T14:33:03.106Z,2020-11-09T18:06:44.573Z,LU-18F021 FR2301LX/78,,USD,39,1.93,XXXXXXXXXX301LX/78,Polyester (PET),100,,,,,56,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Purple,5-7 days,Thailand,197x140/33Tx33T,149,cm,P/D+C0 DWR,,5,7,,,,0,,,85e8fe6d-284a-495d-8251-e5b655269b4e,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1055,2020-06-06T14:33:26.026Z,2020-11-09T18:05:35.392Z,TO-19F144 FR324KH/09,,USD,40,3.1,XXXXXXXXXX24KH/09,Nylon / Polyamide,100,,,,,35,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19FW. Color Black,5-7 days,Japan,22Tx22T/204x158,140,cm,P/D+C0 WR+CIRE INSIDE,,5,7,,,,0,,,78f0b50b-9cdf-4ce1-b185-63d1932bfc47,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1057,2020-06-06T14:33:26.057Z,2020-11-09T18:05:35.417Z,TO-19F144 F013HAC/31,,USD,40,3.78,XXXXXXXXXX3HAC/31,Nylon / Polyamide,100,,,,,40,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19FW. Color Beige,5-7 days,Japan,22Tx22T/206x162,140,cm,P/D+C0 DWR+ ACRYLIC COATING INSIDE,,5,7,,,,0,,,7647b871-2597-4484-898a-09b6788ea948,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1056,2020-06-06T14:33:26.041Z,2020-11-09T18:05:35.443Z,TO-19F144 FR324KH/02,,USD,40,3.1,XXXXXXXXXX24KH/02,Nylon / Polyamide,100,,,,,35,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19FW. Color Light Gray,5-7 days,Japan,22Tx22T/204x158,140,cm,P/D+C0 WR+CIRE INSIDE,,5,7,,,,0,,,886301ae-b53a-4c72-89ed-e5f692ae8947,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
994,2020-06-06T14:33:02.225Z,2020-11-09T18:06:44.535Z,LU-19H005 FR2301KA/69,,USD,39,2.3,XXXXXXXXXX301KA/69,Polyester (PET),100,,,,,56,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19SS. Color Navy,5-7 days,Thailand,197x140/33Tx33T,147,cm,P/D+C0 DWR+UV CUT+CIRE INSIDE,,5,7,,,,0,,,fd32e13f-7158-42a7-8c70-e30f76bc0524,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1042,2020-06-06T14:33:03.089Z,2020-11-09T18:06:44.554Z,LU-18F021 FR6195W/01,,USD,39,0.9,XXXXXXXXXX195W/01,Polyester (PET),100,,,,,52,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Off White,5-7 days,Thailand,106x84/56Tx84T,149,cm,P/D,,5,7,,,,0,,,f357b9f7-6ad3-4bb2-8f3f-a1238cd042f1,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1068,2020-06-06T14:33:26.218Z,2020-11-09T18:05:35.507Z,TO-19F078 222TPU/35,,USD,40,4.98,XXXXXXXXXXTPU/35,Nylon / Polyamide,100,,,,,135,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 19FW. Color Brown,5-7 days,Japan,78dx155d/149x70,142,cm,P/D+C0 DWR+ TPU LAMINATE,,5,7,,,,0,,,26b70df0-8d6c-4f37-ba1f-867acbc64a8d,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1071,2020-06-06T14:33:26.263Z,2020-11-09T18:05:35.531Z,TO-18H078F FR2301PFWR/60,,USD,40,2.88,XXXXXXXXXX2301PFWR/60,Polyester (PET),100,,,,,55,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18SS. Color Light Blue,5-7 days,China,168x138/33Tx33T,144,cm,P/D(PRINT)+C0 WR,,5,7,,,,0,,,eb00f584-f63f-4d67-8d31-d4de6ef1a842,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1073,2020-06-06T14:33:26.292Z,2020-11-09T18:05:35.552Z,TO-18F117 FR2301PFWR/09,,USD,40,2.88,XXXXXXXXXX301PFWR/09,Polyester (PET),100,,,,,52,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Black,5-7 days,China,166x133/33Tx33T,144,cm,P/D(PRINT)+C0 WR,,5,7,,,,0,,,36e316e6-9e08-47ed-9929-677a40fa6d35,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1074,2020-06-06T14:33:26.307Z,2020-11-09T18:05:35.575Z,TO-18F117 FR2301PFWR/02,,USD,40,2.88,XXXXXXXXXX301PFWR/02,Polyester (PET),100,,,,,52,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Light Gray,5-7 days,China,166x133/33Tx33T,144,cm,P/D(PRINT)+C0 WR,,5,7,,,,0,,,ec128a3d-df54-4024-a2b6-9635e3664f1a,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1077,2020-06-06T14:33:26.353Z,2020-11-09T18:05:35.642Z,TO-18F079 FR6000FWKA/34,,USD,40,3.11,XXXXXXXXXX000FWKA/34,Nylon / Polyamide,100,,,,,34,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Brown,5-7 days,China,22Dx22D/206x162,144,cm,P/D+C0 WR+CIRE INSIDE,,5,7,,,,0,,,691c3dd4-0230-4735-b540-27175a90a8cd,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1078,2020-06-06T14:33:26.368Z,2020-11-09T18:05:35.665Z,TO-18F079 FR6000FWKA/16,,USD,40,3.11,XXXXXXXXXX000FWKA/16,Nylon / Polyamide,100,,,,,34,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Red,5-7 days,China,22Dx22D/206x162,144,cm,P/D+C0 WR+CIRE INSIDE,,5,7,,,,0,,,b204f363-f356-42d3-9275-19d3a4ed3bb7,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1079,2020-06-06T14:33:26.384Z,2020-11-09T18:05:35.755Z,TO-18F079 FR6000FWKA/09,,USD,40,3.11,XXXXXXXXXX000FWKA/09,Nylon / Polyamide,100,,,,,34,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Black,5-7 days,China,22Dx22D/206x162,144,cm,P/D+C0 WR+CIRE INSIDE,,5,7,,,,0,,,ffd1f9a0-3e50-4803-be4e-1a5894edcfc3,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
1081,2020-06-06T14:33:26.415Z,2020-11-09T18:05:35.776Z,TO-18F056 FR2301PFWR/08,,USD,40,2.82,XXXXXXXXXX301PFWR/08,Polyester (PET),100,,,,,52,g/m2,,,,Woven,m,private,,Basix,TRUE,Inventory from 18FW. Color Dark Gray,5-7 days,China,166x133/33Tx33T,144,cm,P/D(PRINT)+C0 WR,,5,7,,,,0,,,8b248a49-9266-48f8-a090-076232531734,FALSE,0,2,3,,,,Diana Bobina,,,,,,,,Dimpora,,,RePurpose,Takalar,,,,,,,,,,,,,,,,,,,,
